,Author,Title,label
5869,H. Kim and S. K. Kahng,Examining the Relationship between Domestic Violence and Depression among Koreans: The Role of Self-esteem and Social Support as Mediators,0
5870,K. Roelen,Social Welfare in Vietnam: A Curse or Blessing for Poor Children?,0
5871,A. Tiglao-Torres,Enriching Resources for the Poor: Lessons from the Philippines,0
5872,S. K. Kim and S.-W. Kim,Developmentalism in Korea: A Useful Tool for Explaining the Role of Social Security in the Reduction of Poverty and Inequality,0
5873,W. Case,"100ÃœEconomic development, fluctuations, planning",0
5874,T. Kalinowski and C. Hyekyung,THE POLITICAL ECONOMY OF FINANCIAL LIBERALIZATION IN SOUTH KOREA,0
5875,"D. Jattawa, S. Koonawootrittriron, M. A. Elzo and T. Suwanasopee",Somatic cells count and its genetic association with milk yield in dairy cattle raised under Thai tropical environmental conditions,0
5876,M. H. Kabir and R. K. Talukder,Economics of small scale dairy farming in Bangladesh under the government support programme,0
5877,A. Batten,"Foreign Aid, Government Behaviour, and Fiscal Policy in Papua New Guinea",0
5878,G. Huff,Finance and long-term development issues in Southeast Asia,0
5879,H. C. Rieger,Regional Economic Co-operation in the Asia-Pacific Region,0
5880,,Pakistan [country/area statements],0
5881,M. Bulunuz and O. S. Jarrett,Undergraduate and Masters Students' Understanding about Properties of Air and the Forms of Reasoning Used to Explain Air Phenomena,0
5882,F. F. Ho and H. K. Boo,Cooperative Learning: Exploring Its Effectiveness in the Physics Classroom,0
5883,"G. K. Halkett, P. Schofield, M. O'Connor, D. York, M. Jefford, M. Jiwa, N. Spry, M. Taylor and S. Aranda",Development and pilot testing of a radiation therapist-led educational intervention for breast cancer patients prior to commencing radiotherapy,0
5884,"R. Harwood, C. Douglas and D. Clark",Decision aids for breast and nodal surgery in patients with early breast cancer: Development and a pilot study,0
5885,"H. B. Goss, T. F. Cuddihy and L. Michaud-Tomson",Wellness in Higher Education: A Transformative Framework for Health Related Disciplines,0
5886,"K. Shelley, L. O'Hara and J. Gregg",The Impact on Teachers of Designing and Implementing a Health at Every Size Curriculum Unit,0
5887,"P. R. Whipp, H. Hutton, J. R. Grove and B. Jackson",Outsourcing Physical Education in Primary Schools: Evaluating the Impact of Externally Provided Programmes on Generalist Teachers,0
5888,"Byoung Kwan Lee, Hyun Soon Park, M.-I. Choi and Cheon Soo Kim",Promoting Organ Donation Through an EntertainmentÃœ Education TV Program in Korea: Open Your Eyes,0
5889,"J. Q. Chen, M. P. Dunne and D. C. Zhao","HIV/AIDS prevention: knowledge, attitudes and education practices of secondary school health personnel in 14 cities of China",0
5890,"X. Chi, S. T. Hawk, S. Winter and W. Meeus",The Effect of Comprehensive Sexual Education Program on Sexual Health Knowledge and Sexual Attitude Among College Students in Southwest China,0
5891,"G.-S. Hwang, H.-S. Jung, Y. Yi, C. Yoon and J.-W. Choi",Smoking cessation intervention using stepwise exercise incentives for male workers in the workplace,0
5892,"H.-Y. Kang, K. H. Kim, J. H. Kim, H. M. Kim, J. Kim, M.-S. Kim, A. C. El Khoury and D. S. Kim",Economic Evaluation of the National Immunization Program of Rotavirus Vaccination for Children in Korea,0
5893,"R. Kelishadi, G. Sadry, N. Zadegan, M. Hashemipour, B. Sabet, N. Bashardoust, R. Ansari and H. Alikhassy","Smoking, Adolescents and Health: Isfahan Healthy Heart Programme-Heart Health Promotion from Childhood",0
5894,"R. Kelishadi, N. Sarrafzadegan, G. H. Sadri, R. Pashmi, N. Mohammadifard, A. A. Tavasoli, A. Amani, K. Rabiei, A. Khosravi and A. Bahonar",Short-term results of a community-based program on promoting healthy lifestyle for prevention and control of chronic diseases in a developing country setting: Isfahan Healthy Heart Program,0
5895,"S. Krishnaswamy, K. Subramaniam, T. Indran and W.-Y. Low","The 2004 tsunami in Penang, Malaysia: Early mental health intervention",0
5896,"J. M. Lopez, J. A. Lewis and D. P. Boldy",Evaluation of a Philippine Community Based Rehabilitation Programme,0
5897,"S. E. MacDonald, D. G. Moralejo and M. K. Matthews",Maternal understanding of diarrhoea-related dehydration and its influence on ORS use in Indonesia,0
5898,"K. R. Mathias, J. M. Mathias and P. C. Hill",An Asset-Focused Health Needs Assessment in a Rural Community in North India,0
5899,D. E. Morisky and T. V. Tiglao,Educational and Structural Interventions and Their Impact on Condom Use and STI/HIV Prevention for Filipina Women and Male Customers,0
5900,"G. C. Pramod Singh, M. Nair, R. B. Grubesic and F. A. Connell",Factors associated with underweight and stunting among children in rural Terai of eastern Nepal,0
5901,"N. Sharma, A. Nath, T. Davender Kumar and I. Gopal Krishnan","A qualitative evaluation of the information, education, and communication component of the tuberculosis control program in Delhi, India",0
5902,"A. Sohn, S. Chun and E. A. Reid","Adolescent optimistic bias toward HIV/AIDS in Seoul, South Korea",0
5903,P. E. Soysa,The use of the Nabarro Thinness Chart in identifying children for nutrition supplementation in Sri Lanka,0
5904,"J. Spickett, T. Batmunkh and S. Jones","Health Impact Assessment in Mongolia: Current Situation, Directions, and Challenges",0
5905,"H. R. Waters, A. A. Hyder and T. L. Phillips",Economic Evaluation of Interventions to Reduce Road Traffic injuries - A Review of the Literature with Applications to Low and Middie-income Countries,0
5906,"S. N. Zulkifli, W. Yun-Low and K. Yusof",Role of schools of public health on maternal and child health programmes in the Asia-Pacific region,0
5907,"Q. T. Bui, C. Le Linh and Z. Rahman","Child health status and maternal and child care in Quangtri Province, Vietnam",0
5908,"R. Chandra, V. K. Srivastava and S. Nirupam",Impact of Urban Basic Services on immunization coverage in a slum area of northern India,0
5909,L. N. Damole and E. Wickramanayake,Institutional development for managing a rice processing complex in the Philippines,0
5910,S. Muhammad,Participation of rural poor in government and NGO programmes: a comparative study,0
5911,G. Wickramasinghe and T. A. Dharmarathne,Macro-economic reforms and poverty alleviation in Sri Lanka,0
5912,M. Carter and F. R,Mentoring and Beginnng Teachers' Workplace Learning,0
5913,"A. Hynds, C. Sleeter, R. Hindle, C. Savage, W. Penetito and L. H. Meyer",Te Kotahitanga: A Case Study of a Repositioning Approach to Teacher Professional Development for Culturally Responsive Pedagogies,0
5914,A. Luke and F. McArdle,A Model for Research-Based State Professional Development Policy,0
5915,G. C. Lee and L. C. Chang,Evaluating the Effectiveness of a Network-based Subject Knowledge Guidance Model for Computer Science Student Teachers,0
5916,"T. Nguyen Thi, H. Do Trong, N. Vu Quy, N. Do Thanh and M. Whittaker",The strategic approach to the introduction of DMPA as an opportunity to improve quality of care for all contraceptive methods in Viet Nam,0
5917,"B. Sirirassamee, P. Guest, W. Polprasert, T. Sirirassamee, O. Pitakmahaket and P. Gainroj",Evaluation of the Thai Tobacco Control Policy,0
5918,H. J. Yoo,Issues in adolescents with ASD: Focused on social skills training,0
5919,R. MarbÅ¡n-Flores,The impact of microcredits on the life quality of women in the rural area in Andhra Pradesh (India),0
5920,M. T. M. Soriano,Department of Labor and Employment's Response to the Impact of the Financial Crisis,0
5921,J. G. Taguibao,Renewable Energy (RE) Sector Development in the Philippines Based on the Perspectives and Experiences of Selected Industry Managers,0
5922,J. L. Sullivan,"Export Exemption of Executive Order 12,114 and the Nuclear Regulatory Commission's Role in Nuclear Export Licensing, The",0
5923,E. E. Baro,Job rotation program evaluation: the Niger Delta University Library,0
5924,"C. Chan-Flalbrendt, J. Cohen, W. Janssen and T. Braunschweig",Improving Biotechnology Research Decision-Making with Better Procedures and Information,0
5925,,"Armenian honey : the status of honey marketing, honey quality and quantity [&] the beekeeping industry in Armenia_",0
5926,,"Assessment of the GFIs, GOCCs and NBFIs in implementing directed credit programs_",0
5927,,Assessment of the role and performance of government non-financial agencies in implementing directed credit programs_,0
5928,,Community development in economically underdeveloped areas_,0
5929,,Comparative validity of three methods for assessment of the quality of primary health care : Guatemala field study_,0
5930,,Insurance sector assessment_,0
5931,,The judiciary in review (2000-2002)_,0
5932,,Nigeria's agriculture sector assessment : issues of technology development and transfer (revised final report)_,0
5933,,Status of natural resources based community tourism (NRBCT) initiatives in Southern Africa and recommendations on sustainability : draft comprehensive report_,0
5934,,Preliminary study of the livestock market in the western zone of the Niger range and livestock project_,0
5935,,Effect of science and technology on the foreign policy of the United States_,0
5936,,The Institute of Metals -- its relationship to industry in Israel_,0
5937,,Preliminary assessment of education and human resources in Thailand_,0
5938,,"Report on KOTRA for Korea Trade Promotion Corporation, United States Operations Mission/Korea and Agency for International Development/Washington_",0
5939,,"Backgound paper for the Administrator's review to be held at the Agency for International Development, Washington, DC, February 16, 1966_",0
5940,,Participant assessment of AID training programs_,0
5941,,Participant assessment of USAID-Laos_,0
5942,,Participant assessment of USAID-Philippines : profile report_,0
5943,,ANALYSIS OF THE COLOMBIAN PUBLIC HEALTH SECTOR_,0
5944,,Indicators of social and economic development : assessment of practice in the Agency For International Development_,0
5945,,Participant assessment of factors related to Washington International Center orientation programs : profile report_,0
5946,,PCI's assessment of the evaluation system in USAID/Vietnam_,0
5947,,Report of the International Commission on the Development of Education [Faure Commission] : a review and commentary_,0
5948,,Sector study: population/family planning -- project number 306-11-570-110 [ : Afghanistan]_,0
5949,,Multi-perspective assessment of training_,0
5950,,REVIEW OF THE HEALTH SECTOR OF THE ETHIOPIAN FOURTH FIVE-YEAR PLAN_,0
5951,,Summary Helmand-Arghandab Valley integrated farmer - intensive development_,0
5952,,"COLOMBIAN HEALTH SECTOR ANALYSIS, 1974_",0
5953,,BOLIVIA HEALTH SECTOR ASSESSMENT_,0
5954,,PANAMA : HEALTH SECTOR ASSESSMENT_,0
5955,,Impact of participant training on the attainment of development goals : the methods and procedures for assessment of impact_,0
5956,,Appropriate agricultural technology; assessment of nonfarm impacts_,0
5957,,Health sector assessment for Nicaragua_,0
5958,,Agriculture sector assessment_,0
5959,,EFFICIENCY OF THE GUATEMALAN HEALTH SECTOR_,0
5960,,"EL SALVADOR EDUCATION SECTOR ANALYSIS; EXECUTIVE SUMMARY AND STATUS REPORT, PART II_",0
5961,,GUATEMALA HEALTH SECTOR ASSESSMENT_,0
5962,,Iraq health sector background paper_,0
5963,,MATERNAL AND CHILD HEALTH CARE SERVICES_,0
5964,,"ONCHOCERCIASIS CONTROL PROGRAM : REPORT PREPARED BY PROGRAM STAFF ON THE IMPLICATIONS OF EXTENDING THE CONTROL AREA IN BENIN, GHANA, IVORY COAST, MALI AND TOGO._",0
5965,,PRELIMINARY POLICY ANALYSIS OF HEALTH SECTOR IN EL SALVADOR_,0
5966,,"SAHEL EPIDEMIOLOGICAL AND ENVIRONMENTAL ASSESSMENT STUDIES, V. 1, PT. A-D : A STUDY ON PREVALENCE AND INCIDENCE OF FIVE MAJOR ENDEMIC DISEASES IN EIGHT AFRICAN STATES_",0
5967,,AGRICULTURAL SECTOR ASSESSMENT OF MALAWI_,0
5968,,Agricultural sector assessment of Swaziland_,0
5969,,"AGRICULTURAL SECTOR ASSESSMENT, BOTSWANA_",0
5970,,"Agricultural sector assessment, Zamiba_",0
5971,,AGRICULTURAL SECTOR IN THAILAND; A BRIEF ASSESSMENT_,0
5972,,AGRICULTURAL SECTOR OF NAMIBIA : A BRIEF ASSESSMENT_,0
5973,,Agricultural sector of Zimbabwe_,0
5974,,Agriculture sector assessment for Honduras : draft_,0
5975,,"Agriculture sector assessment, Lesotho_",0
5976,,Analisis sectorial : tabulaciones de conteo unitario = Sector analysis : unit count tallies_,0
5977,,ASSESSMENT OF EGYPT'S INDUSTRIAL SECTOR_,0
5978,,"PHILIPPINES SHELTER SECTOR ASSESSMENT, VOL. 1 : COUNTRY REPORT_",0
5979,,CABO VERDE; ESTUDO DO SECTOR AGRICOLA_,0
5980,,CAPE VERDE; ASSESSMENT OF THE AGRICULTURAL SECTOR. APPENDICES_,0
5981,,EL SALVADOR EDUCATION SECTOR ANALYSIS; EXECUTIVE SUMMARY_,0
5982,,LESOTHO SHELTER SECTOR ASSESSMENT_,0
5983,,MANPOWER IN SOUTHERN AFRICA; A SUMMARY AND SYNTHESIS OF MANPOWER FINDINGS FROM SADAP SECTOR ANALYSES AND AN ASSESSMENT OF MANPOWER OPPORTUNITIES AND CONSTRAINTS_,0
5984,,MANUFACTURING IN THE SOUTHERN AFRICA REGION_,0
5985,,MINING IN THE SOUTHERN AFRICA REGION_,0
5986,,Mozambique : an economic base study with emphasis on agriculture_,0
5987,,Recommendations on procedures for environmental assessment of malaria control programs with special reference to Pakistan_,0
5988,,"REVIEW OF HEALTH CARE IN ANGOLA : ISSUES, ANALYSES, AND RECOMMENDATIONS_",0
5989,,"REVIEW OF HEALTH CARE IN BOTSWANA : ISSUES, ANALYSES, AND RECOMMENDATIONS_",0
5990,,"REVIEW OF HEALTH CARE IN LESOTHO : ISSUES, ANALYSES, AND RECOMMENDATIONS_",0
5991,,"REVIEW OF HEALTH CARE IN MALAWI : ISSUES, ANALYSES, AND RECOMMENDATIONS_",0
5992,,"REVIEW OF HEALTH CARE IN MOZAMBIQUE : ISSUES, ANALYSES, AND RECOMMENDATIONS_",0
5993,,"REVIEW OF HEALTH CARE IN NAMIBIA : ISSUES, ANALYSES, AND RECOMMENDATIONS_",0
5994,,"REVIEW OF HEALTH CARE IN RHODESIA : ISSUES, ANALYSES, AND RECOMMENDATION_",0
5995,,"REVIEW OF HEALTH CARE IN SWAZILAND : ISSUES, ANALYSES, AND RECOMMENDATIONS_",0
5996,,"REVIEW OF HEALTH CARE IN ZAMBIA : ISSUES, ANALYSES, AND RECOMMENDATIONS_",0
5997,,Small farmer in Jamaican agriculture : an assessment of constraints and opportunities_,0
5998,,Environmental assessment : Panama rural access roads project_,0
5999,,"AGRICULTURAL SECTOR ASSESSMENT PORTUGAL; AN ANALYSIS OF POLICY, INSTITUTIONAL AND ORGANIZATIONAL CONSTRAINTS ON PRODUCTION AND RECOMMENDED PRIORITIES FOR USAID ASSISTANCE_",0
6000,,Agricultural sector assessment report : Burundi_,0
6001,,"AGRICULTURAL SECTOR ASSESSMENT, SRI LANKA_",0
6002,,BOTSWANA SHELTER SECTOR ASSESSMENT_,0
6003,,FINAL REPORT : AGRICULTURAL SECTOR ANALYSIS IN THAILAND_,0
6004,,NIGER AGRICULTURAL SECTOR ASSESSMENT; V. 1 : SYNTHESIS_,0
6005,,NIGER AGRICULTURAL SECTOR ASSESSMENT; V. 2_,0
6006,,Preliminary assessment of environmental concerns in Ecuador_,0
6007,,REVIEW OF HEALTH ISSUES IN SOUTHERN AFRICA : AN APPROACH FOR DEVELOPING COUNTRY - SPECIFIC HEALTH STRATEGIES_,0
6008,,"SHELTER SECTOR ASSESSMENT, PERU_",0
6009,,Somalia : agriculture sector review_,0
6010,,Report on the proposed Sudan health sector support project; suggested augmentation of maternal and child health & nutrition aspects_,0
6011,,Agricultural production annex_,0
6012,,AGRICULTURE SECTOR ASSESSMENT JORDAN_,0
6013,,ASSESSMENT OF THE PUBLIC HEALTH SECTOR IN HONDURAS_,0
6014,,Preliminary criteria for use of the experimental projects program for Central Tunisia : regional planning and area development project_,0
6015,,ASSESSMENT OF THE NATIONAL FAMILY PLANNING PROGRAM IN EL SALVADOR_,0
6016,,Field report : an assessment of transport infrastructure relative to Zambian coastal linkage_,0
6017,,Haiti shelter sector assessment_,0
6018,,Human resources annex_,0
6019,,Malawi's agricultural and rural development : an assessment of priorities for AID assistance_,0
6020,,Natural resources annex_,0
6021,,"Sector analysis, data base, and econometric model_",0
6022,,Summary report_,0
6023,,Assessment of AID's project evaluation system_,0
6024,,Data base and research methodology for an assessment of the Lower Moulouya irrigation project_,0
6025,,Framework and plan for undertaking a preliminary assessment of selected PVO development assistance projects and refining hypotheses to guide further work_,0
6026,,Agricultural sector assessment - The Gambia_,0
6027,,Education sector impact evaluation review : a progress report_,0
6028,,PUBLIC HEALTH ASSESSMENT OF PROPOSED DAMS : WATER RELATED DISEASES AND COMMUNITY WATER SUPPLIES (RURAL LAND RECLAMATION PROJECT)_,0
6029,,ZIMBABWE SHELTER SECTOR ASSESSMENT; TECHNICAL APPENDICES_,0
6030,,ZIMBABWE SHELTER SECTOR ASSESSMENT_,0
6031,,Report of an internship training program on impact assessment of development projects_,0
6032,,"Central America and Panama private sector assessment, volume 1_",0
6033,,Agricultural sector assessment_,0
6034,,Assessment of the Belize livestock sector_,0
6035,,"Assessment of the goals, activities, and performance of the National Committee for Desired Births, Government of Zaire_",0
6036,,"Yemen Arab Republic, agricultural sector assessment_",0
6037,,Assessment of the evaluation system of the African Development Bank Group_,0
6038,,Fisheries sector assessment and assistance options_,0
6039,,"Analysis of crops, livestock and forestry and environment_",0
6040,,"United States Agency for International Development, Republic of Malawi : Transport sector assessment_",0
6041,,Assessment of the water and sanitation sector in the Peace Corps program : role of the Office of Program Development_,0
6042,,Evaluation du developpement urbain du Senegal_,0
6043,,Final report : nutritional assessment of AID assisted activity in The Gambia_,0
6044,,Portugal : shelter sector assessment update_,0
6045,,Environmental assessment : Panama watershed management project_,0
6046,,Environmental assessment : small farmer pilot irrigation project; Swaziland_,0
6047,,Agriculture in Grenada : a critical assessment_,0
6048,,Assessment of Belize's agricultural sector_,0
6049,,Assessment of the Office Nationale de l'Assainissement (ONAS); thirty cities and Greater Tunis complementary projects_,0
6050,,Climate impact assessment : foreign countries_,0
6051,,Assessment of the management of the Sahel development program_,0
6052,,Niger : education sector assessment report_,0
6053,,Private sector assessment : synthesis report for Burkina Faso_,0
6054,,"Swaziland education and human resources sector assessment, volume I_",0
6055,,1986 emergency food need assessment for Ethiopia_,0
6056,,Jamaica family planning assessment/review_,0
6057,,"Peru shelter sector assessment, v. 2 : technical report_",0
6058,,"Special climate impact assessment : Mali [, volume 1, no. 2]_",0
6059,,"Special climate impact assessment : sub-Saharan Africa [ volume 1, no. 1]_",0
6060,,Development projects for the small farmer : lessons from eastern and central Africa in adapting conservation_,0
6061,,St. Kitts/Nevis resource management project : agricultural sector assessment amendment no. 2_,0
6062,,Assessing the extra-commercial food needs of low-income countries_,0
6063,,Progress report : use of NOAA climatic impact technology by countries of the Sahel and Horn regions of Africa for operational crop monitoring and rangelands management and global climatic impact assessment technology for disaster early warning and technical assistance in the developing world_,0
6064,,Use of NOAA/NESDIS/AISC agroclimate and remote sensing techniques : special climatic impact assessment for crops and rangelands in Gambia -- a training report_,0
6065,,Excerpts from a health sector assessment prepared for USAID/Guatemala_,0
6066,,Financial markets assessment report/Equador [i.e. Ecuador]_,0
6067,,Preliminary assessment of the financial system of Jordan_,0
6068,,Special climate impact assessment : Ethiopia and Somalia_,0
6069,,"Special climate impact assessment : Sahel/Horn of Africa, regional and country analysis [ volume 2, no. 2]_",0
6070,,Environmental assessment for the targeted watershed management project and assessment of the need for pesticide use in the agroforestry outreach project_,0
6071,,ARIES (assistance to resource institutions for enterprise support) : an inter-program assessment of the Freedom from Hunger Foundation applied nutrition credit program -- summary and recommendations_,0
6072,,Assessment of ADS II soil conservation strategies at Fond-des-Freres_,0
6073,,The environment : managing natural resources for sustainable development_,0
6074,,Food prospects in Afghanistan : an assessment_,0
6075,,"Jamshoro power generation complex - phase II : environmental and social soundness assessment, final draft_",0
6076,,Agriculture sector assessment for Bolivia_,0
6077,,Assessment of the industrial sector in Central America : current situation and future needs_,0
6078,,Report on the performance of community health workers and related projects in Pakistan_,0
6079,,Environmental assessment : the Valles Altos in Bolivia_,0
6080,,Proposed Pakistan program evaluation_,0
6081,,"Regional Development Office/South Pacific, Suva, Fiji : health/population/nutrition assessment -- team report_",0
6082,,Report on health insurance in Pakistan : observations and situation analysis_,0
6083,,Environmental assessment of pesticide use in USAID/Guatemala Office of Rural Development Projects_,0
6084,,Illustrated methodology for the impact assessment of policy reforms : agricultural sector development grant to Niger_,0
6085,,"Economics, natural - resource scarcity and development : conventional and alternative views_",0
6086,,"Final report : private sector description -- manual for action in the private sector (MAPS), Lesotho_",0
6087,,Food needs assessment : Ghana_,0
6088,,Food needs assessment : Guinea (1989/90)_,0
6089,,Food needs assessment : Mauritania (1989/90)_,0
6090,,Honduras shelter and urban development sector assessment_,0
6091,,Honduras shelter and urban development sector assessment : executive report_,0
6092,,International joint and coventures : improving competitiveness of US and developing country enterprises_,0
6093,,Jubba environmental and socioeconomic studies : v. 1 -- executive report_,0
6094,,Jubba environmental and socioeconomic studies : v. 2 -- environmental studies_,0
6095,,Impact of mechanization on productivity and employment by farm size and tenure for different ecological zones : economic assessment of various levels of mechanization_,0
6096,,Preliminary assessment of information needs to support USAID/Zaire program performance and impact monitoring_,0
6097,,Environmental assessment and analysis of pesticide use in banana reclamation project as part of overall hurricane reconstruction project (USAID/Jamaica)_,0
6098,,Environmental assessment of pesticides and biological control agents proposed for use in USAID/Honduras integrated pest management project (AID project no. 522-362)_,0
6099,,"Environmental assessment of the use of Bayticol (flumethrin) 1% pour - on acaricide in the pilot eradication project proposed for the tropical bont tick (Amblyomma variegatum) on Antigua, West Indies_",0
6100,,"Assessment of floods in Nicaragua's North Atlantic region, July 23-27, 1990_",0
6101,,Assessment of impact of agricultural chemicals in the hurricane Hugo disaster rehabilitation program on aquatic systems in Dominica_,0
6102,,Assessment of the impact of industrial policies in Bangladesh_,0
6103,,Assessment of USAID/Swaziland program level measurement systems_,0
6104,,Environmental assessment : water and sanitation for health and Ecuador development (WASHED)_,0
6105,,Ghana energy sector assessment report_,0
6106,,Management assessment of primary health care services in the Peru Ministry of Health_,0
6107,,MAPS [manual for action in the private sector] phase I report : private sector development framewok -- Senegal - appendices_,0
6108,,MAPS [manual for action in the private sector] phase I report : private sector development framework -- Senegal_,0
6109,,Pakistan : analysis of corporate sector constraints in agriculture -- assessment of the existing national agribusiness environment -- findings and conclusions_,0
6110,,Rapid appraisal of the Tunisian agribusiness sector_,0
6111,,Uganda education sector review : issues and options for USAID_,0
6112,,Assessment of vocational and technical education in Jordan : interim report_,0
6113,,Bulgarian housing sector : an assessment_,0
6114,,"Cape Verde assessment mission, team visit April 28-May 5, 1991_",0
6115,,Ecuador micro-enterprise sector assessment : institutional analysis_,0
6116,,Ecuador micro-enterprise sector assessment : key characteristics of the micro-enterprise sector_,0
6117,,Ensuring accountability : monitoring and evaluating the preparation of national environmental action plans in Africa_,0
6118,,Independent evaluation of Servicio Nacional de Electricidad : Costa Rica_,0
6119,,Nicaragua primary education subsector assessment_,0
6120,,Nicaraguan health sector : a preliminary analysis_,0
6121,,Philippine democracy initiative assessment_,0
6122,,Rural savings mobilization and rural credit study -- financial markets in rural Zaire : an assessment of the Bandundu and Shaba regions -- final report -- executive summary_,0
6123,,Senegal health and population sector assessment_,0
6124,,Update on the shelter sector in Paraguay and conclusions on potential A.I.D. interventions : final report_,0
6125,,USAID/Tunis : financial sector assessment_,0
6126,,Environmental assessment for the agronomic technical assistance component of the democratic labor development project (AID project number 519-0368)_,0
6127,,"Environmental assessment of pesticides proposed for use in USAID/El Salvador emergency program : health and jobs for displaced families (basic grains program) (AID 519-0281) and general relief program (PL-480, Title II), (AID project no. 519-0620)_",0
6128,,"Republic of The Philippines -- technical advisory services for Philippine assistance program support, project no. 492-0452 : scoping session report -- Aurora roads infrastructure development project_",0
6129,,"Rural infrastructure fund project : supplemental initial environmental examination -- Banga-Altavas-Ivisan-Lanot Road, Panay Island and Mactan Circumferential Road, Cebu Island_",0
6130,,"Environmental impact assessment study of a three 6.3 MW diesel power plant of Cagayan Electric Power and Light Company, Inc. (CEPALCO) Cagayan de Oro City_",0
6131,,"Environmental impact statement : MGPP Malbarara geothermal power project, Sto. Thomas, Batangas_",0
6132,,Cameroon agricultural sector overview_,0
6133,,"Environmental assessment of agro-processing facilities and fish port complex, General Santos City, South Cotabato Province, Philippines_",0
6134,,Hungary : housing construction subsector assessment_,0
6135,,Management assessment of Asociacion Boliviana de Ayuda a la Comunidad y a la Familia_,0
6136,,Regional municipal sector assessment for Central America : final report_,0
6137,,South Africa : tertiary education sector assessment_,0
6138,,Tanzania private sector assessment : appendices_,0
6139,,Economic evaluation and social impact assessment of the Kanawa - Kalitu road_,0
6140,,Final report -- integration of people-level impacts and gender-disaggregation in AID's program performance reporting system_,0
6141,,"Environmental assessment : local government infrastructure fund, AID project no. 492-0463_",0
6142,,Aiding inequality : the General Santos City project in the Philippines_,0
6143,,"Assessment of alternative rehabilitation options for the Griro Thermal Power Station in Bucharest, Romania : final report_",0
6144,,"Post-training 'impact' evaluation -- section one : concept and methodology -- section two : proposed method for training impact evaluation of the 1990 IMDI, U. Pittsburgh, PBDAC [Principal Bank for Development and Agricultural Credit] and BDACs [banks for development and agricultural credit] senior management study tour and workshop_",0
6145,,United States assessment of gender considerations in AID evaluations in support of phase I of the DAC WID evaluation theme III : WID as a cross-cutting issue in development AID evaluation_,0
6146,,Final draft report -- monitoring program performance : USAID/Ghana_,0
6147,,The Gambia handicraft sector assessment with recommendations and action plan : final report_,0
6148,,Gender review of the USAID/Madagascar portfolio_,0
6149,,Inter-agency drought assessment of seventeen districts in Kenya_,0
6150,,"Labat Anderson Incorporated : report on financial, compliance and programmatic review of USAID contract number AOT-0438-C-00-3011-00 -- for the period November 20, 1992 to June 30, 1993_",0
6151,,USAID/Niger participant evaluation survey : final report_,0
6152,,Ministry of Health of Ghana rational pharmaceutical management project : Ghana pharmaceutical sector assessment -- final report_,0
6153,,Agribusiness assessment : Guatemala case study_,0
6154,,Assessment of gender reporting in the Africa Bureau's FY93 assessment of program impact (API) documents_,0
6155,,Assessment of the municipal initiative program_,0
6156,,Civil society and democratic development in Kenya : a CDIE assessment_,0
6157,,First assessment and refinement of the PLUS M&E system_,0
6158,,GENESYS training interventions : their role in the institutionalization of gender concerns in USAID : an assessment_,0
6159,,Joint energy alternatives study : hydroelectric power generation assessment for Russia -- draft-final report_,0
6160,,"State of the environment : report for Uganda, 1994_",0
6161,,Gender and policy implementation : a tool for assessment of policy-derived impacts on men and women_,0
6162,,Federation of Russia proposed housing development and reform project : USAID/World Bank housing program -- environmental assessment report for six cities_,0
6163,,Rational pharmaceutical management project : Nepal pharmaceutical assessment -- final report_,0
6164,,Ryazan Oblast : rational pharmaceutical management project -- Russia pharmaceutical sector assessment_,0
6165,,"Assessment of the building sector efficiency resource for the Town of Handlova[, Republic of Slovakia]_",0
6166,,"Democracy/governance assessments : a review of their design, implementation and the underlying framework_",0
6167,,"Strengthening EIA capacity in Asia : environmental impact assessment in The Philippines, Indonesia, and Sri Lanka_",0
6168,,Njombe-Makete road : an impact assessment of an ATAP [agricultural transport assistance program] funded road improvement project_,0
6169,,Demand-side management in Ukraine -- part 1 : national assessment : final report_,0
6170,,Environmental assessment for the infrastructure subactivities of the national reconstruction plan : El Salvador_,0
6171,,"Environmental assessment report : Agip Kapiri Mposhi, Great North Road, Kapiri Mposhi_",0
6172,,"Environmental assessment report : Mulungushi Investments Limited (MIL) Crusher Plant Facility, CPC Tailings Dam No. 18, Kitwe, Zambia -- date assessed May 09, 1995_",0
6173,,"Environmental assessment report : Mulungushi Investments Limited (MIL) Engineering and Tooling Facility, Natwange Road, Kitwe, Zambia_",0
6174,,"Environmental assessment report : NIEC Farms Limited Facility, Farm 2029, Lusaka Rural Central Province, Zambia_",0
6175,,"Environmental assessment report : Zambia Concrete Limited Facility, Kafue_",0
6176,,"Environmental assessment report : Zambia Steel and Building Supplies Limited, Door Factory Facility, Kapatu Road, Lusaka, Zambia_",0
6177,,"Environmental assessment report : Zambia Steel and Building Supplies Limited, Timber Storage Facility, Malambo Road, Lusaka, Zambia -- date assessed May 15, 1995_",0
6178,,Environmental options assessment for Morocco_,0
6179,,Evaluation of the social work component of the World Vision/ARAS [Asociata Romana Anti-SIDA] community outreach team_,0
6180,,"Follow-up assessment of the Indian Medical Association (IMA) family planning clinical training course in Gujarat[, India]_",0
6181,,Further assessment and refinement of the PLUS M&E [productive land use systems monitoring & evaluation] system_,0
6182,,Guinea pharmaceutical sector assessment_,0
6183,,"Southern Africa drought assessment : September 10 - 30, 1995_",0
6184,,"State of environment report for Uganda, 1994 : an evaluation report_",0
